iter	RMSE
188	1826.543312
189	1820.843315
190	1790.667397
191	1757.701403
192	1730.372981
193	1728.883616
194	1693.708248
195	1692.76877
196	1659.216317
197	1653.88663
198	1652.927417
199	1647.800278
200	1629.981184
201	1590.836775
202	1580.448558
203	1561.744673
204	1550.562784
205	1522.243639
206	1501.318523
207	1478.243553
208	1463.101078
209	1448.46858
210	1428.824365
211	1423.34318
212	1408.883693
213	1392.228629
214	1373.237014
215	1364.689259
216	1356.002138
217	1337.048019
218	1319.144378
219	1307.601842
220	1277.907907
221	1258.332357
222	1237.656108
223	1229.791658
224	1218.250773
225	1202.589515
226	1183.383116
227	1161.968732
228	1145.358634
229	1133.350741
230	1123.46222
231	1123.037128
232	1106.248086
233	1097.34498
234	1087.612077
235	1075.236946
236	1073.110532
237	1059.031805
238	1041.716566
239	1041.289677
240	1022.523088
241	1001.435249
242	988.801478
243	981.9411822
244	967.3557307
245	951.7994358
246	947.2028851
247	937.676532
248	932.1616453
249	921.8205713
250	920.6594285
251	904.1893842
252	894.6041863
253	891.5274413
254	891.0880533
255	882.333887
256	868.0963681
257	863.0678436
258	858.6407134
259	841.6591583
260	828.0215572
261	816.6913337
262	805.3092444
263	804.4489675
264	790.3884172
265	789.9818747
266	778.3583619
267	773.9876877
268	758.2021956
269	748.5849323
270	737.1700217
271	725.6156345
272	713.2549913
273	707.0703816
274	700.6792653
275	692.0734958
276	684.0403524
277	679.140791
278	671.6924848
279	667.435893
280	661.6698605
281	657.4947874
282	650.6108979
283	641.749343
284	637.781079
285	629.573208
286	626.0546242
287	619.5037753
288	612.0967497
289	606.3117701
290	603.0282821
291	599.2417461
292	592.9377644
293	586.9234376
294	585.5950887
295	578.7829768
296	576.1720265
297	569.9679456
298	563.6674187
299	558.2565147
300	553.5886851
301	548.8288613
302	544.0465752
303	538.5090671
304	532.2351918
305	528.6967251
306	525.1155256
307	519.3553597
308	513.2453924
309	507.9506383
310	505.436244
311	497.7873052
312	495.9547335
313	493.604143
314	491.9269765
315	490.3248966
316	486.7071677
317	482.254309
318	477.1412732
319	469.9279876
320	462.1141447
321	458.6442031
322	458.1344274
323	449.7961149
324	441.9329812
325	437.8024806
326	432.8425872
327	429.4072032
328	427.8034474
329	426.1163764
330	421.8038546
331	419.9502812
332	415.7748638
333	411.218897
334	411.0494807
335	409.0793103
336	404.2344698
337	399.9927008
338	396.5057172
339	392.7299106
340	389.7993244
341	387.829449
342	387.0522875
343	385.4301907
344	382.6274128
345	377.9364209
346	375.2222934
347	368.5952168
348	366.7660595
349	361.5828416
350	358.5994104
351	356.0450914
352	352.6958207
353	348.9051678
354	343.4545412
355	339.6703287
356	336.955993
357	334.5800471
358	330.5592336
359	329.9606443
360	324.0562767
361	320.5493303
362	316.8860978
363	311.235583
364	307.9230099
365	303.8425328
366	301.3690433
367	298.0875213
368	296.9214428
369	292.4723184
370	290.82896
371	287.1644973
372	284.1496066
373	280.7207989
374	278.894183
375	278.1481292
376	274.6241997
377	272.520267
378	268.6302106
379	266.7253831
380	266.0006881
381	264.8019037
382	262.5487202
383	260.6048972
384	258.3875998
385	257.8012819
386	252.0279992
387	250.4044575
388	248.3904037
389	245.881657
390	242.8523057
391	237.5153527
392	235.1140238
393	233.6704868
394	230.3419186
395	228.2778881
396	226.9447951
397	225.2028075
398	223.6486444
399	222.319631
400	219.8426338
401	219.70109
402	218.7791921
403	218.0645645
404	215.7322023
405	215.0120485
406	213.9464552
407	212.480159
408	211.383689
409	211.3189308
410	210.042887
411	208.5964192
412	206.2072341
413	204.8044275
414	204.1447668
415	200.7341206
416	198.4437833
417	196.735619
418	196.4116976
419	195.2890512
420	194.7067975
421	194.1380967
422	191.7993292
423	190.356303
424	189.4411113
425	186.9020843
426	185.062736
427	184.3610888
428	183.323972
429	181.3238252
430	180.3651621
431	179.7752834
432	178.0682594
433	176.9734336
434	175.8501938
435	174.0586027
436	170.9697892
437	168.7789578
438	166.7151371
439	165.2799668
440	163.4006074
441	162.6055933
442	160.5605406
443	158.569911
444	156.8684106
445	153.5418844
446	151.7509549
447	150.5493291
448	148.709119
449	147.4307738
450	146.2875204
451	143.8314768
452	143.3371122
453	140.9781258
454	138.8885817
455	138.4937278
456	137.756251
457	137.1072472
458	135.8325978
459	134.6910673
460	133.5584007
461	131.0418642
462	130.736153
463	129.0027358
464	128.5076234
465	128.1834947
466	126.2201997
467	126.1657447
468	124.565884
469	123.4386869
470	122.5142869
471	122.4110073
472	121.6059164
473	120.2858809
474	119.6788541
475	119.5933984
476	118.6952114
477	116.7888527
478	115.965134
479	114.3512019
480	113.4803241
481	113.2949829
482	112.8756936
483	111.4437598
484	110.5270323
485	110.0430029
486	108.5059464
487	107.5079065
488	106.49879
489	106.1961781
490	105.1812891
491	103.8002955
492	102.6931776
493	100.8893291
494	99.6457875
495	98.23016045
496	97.63661914
497	97.19338366
498	96.83364782
499	96.14305039
500	95.29374174
501	94.86849723
502	94.19078334
503	92.99162502
504	92.53368393
505	91.90789958
506	91.34522987
507	90.67978385
508	90.06234069
509	89.51257546
510	88.68137348
511	88.58777821
512	87.61200817
513	86.59318599
514	85.59091993
515	85.06293087
516	85.01455424
517	83.65415569
518	83.47158349
519	82.95338737
520	81.93940054
521	81.0924094
522	81.06609799
523	80.69323468
524	80.3368408
525	79.85782558
526	79.62232394
527	78.61792959
528	77.98375137
529	77.11498584
530	76.03855532
531	75.3765108
532	74.79812581
533	73.84304354
534	73.32228396
535	72.01284232
536	71.15519659
537	70.51692393
538	70.12624724
539	69.4333732
540	69.41204261
541	69.0088609
542	68.50246313
543	67.80364038
544	67.02362154
545	66.70869773
546	66.50493601
547	65.32271098
548	64.88065684
549	63.09827886
550	62.86220253
551	62.84056162
552	62.0601985
553	61.60691074
554	61.02930886
555	60.69392167
556	60.30009223
557	59.92628105
558	59.67367915
559	58.96011768
560	57.66823876
561	56.94316956
562	56.44819038
563	55.96548565
564	55.20858358
565	54.4949143
566	54.17752095
567	53.69930188
568	53.43574333
569	52.43890686
570	52.19990485
571	51.73048065
572	51.47935052
573	51.09603788
574	50.94288227
575	50.91673262
576	50.61926049
577	49.53642421
578	48.69811356
579	48.22131357
580	47.71046588
581	47.13048524
582	46.77587636
583	46.39837505
584	46.00881944
585	45.46281405
586	44.90946462
587	44.46253096
588	43.94440544
589	43.56959356
590	42.88666459
591	42.67876032
592	41.94021686
593	41.30337539
594	40.79364433
595	40.29542206
596	40.06012062
597	39.64726927
598	39.18923355
599	38.90036297
600	38.59074982
601	38.57446228
602	38.21243811
603	37.5870226
604	37.57627121
605	37.40970814
606	37.12397355
607	36.69217352
608	36.58503889
609	36.42958307
610	36.18981082
611	35.98064511
612	35.68330608
613	35.42936879
614	34.76058484
615	34.52803402
616	34.03085868
617	33.78884692
618	33.5885363
619	33.40059529
620	33.18822134
621	32.78545731
622	32.56291589
623	32.42751899
624	32.24491482
625	31.77789762
626	31.68235045
627	31.61822066
628	31.22115995
629	30.97635459
630	30.90879051
631	30.77980876
632	30.53895918
633	30.17023874
634	29.87528699
635	29.86433346
636	29.66250577
637	29.25560271
638	28.77564262
639	28.76676553
640	28.51888351
641	27.90492718
642	27.8948374
643	27.88731754
644	27.67150624
645	27.55347506
646	27.45282498
647	27.1840057
648	26.97324033
649	26.92326515
650	26.63438078
651	26.48016529
652	26.25143005
653	26.11602234
654	25.93854615
655	25.66367631
656	25.65756965
657	25.61720077
658	25.25972633
659	25.16440349
660	24.99443426
661	24.81574539
662	24.29101702
663	24.14752366
664	23.90982428
665	23.48227906
666	23.37935023
667	23.22057367
668	22.90040973
669	22.67890733
670	22.57739439
671	22.44447976
672	22.4054038
673	22.21560925
674	21.80804366
675	21.51487217
676	21.12583065
677	20.97724047
678	20.85906257
679	20.70926045
680	20.53208426
681	20.38168143
682	20.20806802
683	20.09135846
684	20.08352121
685	20.0792785
686	19.74597474
687	19.53875485
688	19.52961724
689	19.37941721
690	19.37297714
691	19.32844142
692	19.15937819
693	18.95788189
694	18.74643981
695	18.65529194
696	18.47967825
697	18.428301
698	18.18965173
699	18.08366532
700	17.93461357
701	17.89908239
702	17.76846891
703	17.7620584
704	17.56029211
705	17.3946436
706	17.25777117
707	17.11136392
708	16.97730045
709	16.80506388
710	16.60188138
711	16.59461816
712	16.49627347
713	16.46300217
714	16.35843842
715	16.2721421
716	16.05803864
717	16.04861111
718	15.85844781
719	15.71282242
720	15.60364207
721	15.5875022
722	15.57984664
723	15.41357634
724	15.38950496
725	15.33362617
726	15.02040816
727	14.96539961
728	14.91172297
729	14.65744317
730	14.55043915
731	14.40997901
732	14.16666349
733	13.9542124
734	13.68787801
735	13.63974445
736	13.51491981
737	13.37827084
738	13.24208486
739	13.10409841
740	13.01990719
741	12.92959009
742	12.60635188
743	12.53041476
744	12.43060208
745	12.40014008
746	12.3137818
747	12.21038562
748	12.19386599
749	11.88829703
750	11.82931196
751	11.66165339
752	11.65715934
753	11.55308812
754	11.4501984
755	11.37622215
756	11.31580507
757	11.27682511
758	11.23817137
759	11.17410044
760	10.98941733
761	10.82467628
762	10.7886497
763	10.65041857
764	10.52638513
765	10.44278059
766	10.33614126
767	10.24363951
768	10.22311396
769	10.14800711
770	10.0538388
771	9.909736278
772	9.835739129
773	9.738938701
774	9.615766299
775	9.54594863
776	9.533860247
777	9.417332833
778	9.364942904
779	9.296666209
780	9.229795751
781	9.192016017
782	9.115160779
783	9.037294222
784	8.974798069
785	8.871322736
786	8.868064668
787	8.864217848
788	8.86175381
789	8.773704112
790	8.696966848
791	8.624356348
792	8.579796267
793	8.488094959
794	8.409317183
795	8.376744823
796	8.324152513
797	8.24958214
798	8.218939283
799	8.160442013
800	8.119380017
801	8.052924311
802	7.977574557
803	7.878885042
804	7.747837244
805	7.636060014
806	7.594707764
807	7.533792347
808	7.38025834
809	7.34843743
810	7.281176186
811	7.156720718
812	7.091727764
813	7.034891015
814	7.028193787
815	6.989623328
816	6.965512148
817	6.827933971
818	6.784464086
819	6.781685887
820	6.780055936
821	6.695087323
822	6.675052843
823	6.604220374
824	6.582713096
825	6.479363877
826	6.450673164
827	6.398917763
828	6.39768949
829	6.390027463
830	6.350080484
831	6.298574095
832	6.212811068
833	6.159144888
834	6.101708389
835	6.065124694
836	6.047628355
837	6.014630923
838	5.986182823
839	5.974766943
840	5.919356606
841	5.893975748
842	5.859546745
843	5.835248138
844	5.792146763
845	5.710926454
846	5.679738173
847	5.668382714
848	5.607327539
849	5.552196406
850	5.481746386
851	5.450269864
852	5.392311291
853	5.337079123
854	5.292861658
855	5.28170013
856	5.241443359
857	5.187992589
858	5.169923043
859	5.104645539
860	5.102165804
861	5.052682101
862	5.046217605
863	5.011140758
864	5.000593772
865	4.997945402
866	4.996714222
867	4.92130823
868	4.876572325
869	4.835786572
870	4.800790412
871	4.77548638
872	4.680723611
873	4.67761776
874	4.636434643
875	4.613826433
876	4.560480575
877	4.488831347
878	4.464707526
879	4.434700894
880	4.408742665
881	4.361472612
882	4.359401992
883	4.285234357
884	4.224557869
885	4.18765906
886	4.154716018
887	4.130315189
888	4.098315207
889	4.077340059
890	4.076416917
891	4.047219336
892	4.013416273
893	3.990664052
894	3.962323504
895	3.935454206
896	3.875771185
897	3.851049033
898	3.849549879
899	3.831093054
900	3.810227282
901	3.783992675
902	3.769576876
903	3.733043507
904	3.729405109
905	3.702933781
906	3.689473046
907	3.652099361
908	3.632007706
909	3.62316415
910	3.592736502
911	3.562242083
912	3.509661261
913	3.469812179
914	3.418339069
915	3.395291235
916	3.384451626
917	3.361535098
918	3.347399775
919	3.329084273
920	3.283505871
921	3.241485523
922	3.190869383
923	3.146665199
924	3.133601241
925	3.108337796
926	3.075168347
927	3.053915891
928	3.025047212
929	3.004469792
930	2.985350328
931	2.970523699
932	2.958008145
933	2.923647724
934	2.912116468
935	2.881706561
936	2.865590363
937	2.843156352
938	2.788097744
939	2.77535458
940	2.751557762
941	2.718774986
942	2.708838073
943	2.689007099
944	2.647919741
945	2.624242105
946	2.609086162
947	2.574547197
948	2.54494539
949	2.5219086
950	2.508083881
951	2.499163696
952	2.463163836
953	2.443911286
954	2.435957681
955	2.395693479
956	2.37788853
957	2.37079869
958	2.354417824
959	2.321141208
960	2.304267308
961	2.272277508
962	2.251279901
963	2.230407727
964	2.203094224
965	2.176983628
966	2.169420544
967	2.15044467
968	2.149717672
969	2.111385551
970	2.110627173
971	2.089807175
972	2.061522569
973	2.043905342
974	2.033034046
975	2.01382087
976	1.980434574
977	1.971140627
978	1.931159117
979	1.910766714
980	1.906333736
981	1.891631782
982	1.863947699
983	1.846064784
984	1.832790348
985	1.809356097
986	1.797946608
987	1.787881814
988	1.77474866
989	1.765189812
990	1.757025398
991	1.731786603
992	1.709030099
993	1.68937155
994	1.681952529
995	1.669158017
996	1.66193105
997	1.640928346
998	1.619927537
999	1.605539036
1000	1.596168364
1001	1.583073818
1002	1.575125904
1003	1.557733473
1004	1.541354462
1005	1.536085052
1006	1.527374363
1007	1.520989172
1008	1.507112917
1009	1.489945812
1010	1.479035227
1011	1.474733659
1012	1.454838291
1013	1.447721495
1014	1.437693289
1015	1.423003108
1016	1.401935858
1017	1.395675844
1018	1.393596852
1019	1.385924198
1020	1.370193448
1021	1.364231816
1022	1.348170789
1023	1.341711127
1024	1.327851416
1025	1.309525873
1026	1.301225856
1027	1.292738264
1028	1.282208461
1029	1.27533059
1030	1.264454413
1031	1.260354583
1032	1.249854488
1033	1.244562606
1034	1.239797098
1035	1.222771135
1036	1.208683305
1037	1.198892763
1038	1.190673369
1039	1.178498886
1040	1.173865992
1041	1.165513843
1042	1.161310761
1043	1.160984614
1044	1.150245104
1045	1.140797956
1046	1.135024351
1047	1.130820664
1048	1.120486753
1049	1.120221494
1050	1.109691901
1051	1.092203402
1052	1.082566462
1053	1.070677011
1054	1.045801251
1055	1.037077902
1056	1.023943646
1057	1.013758155
1058	1.006390092
1059	0.9952167714
1060	0.9832640749
1061	0.9700814857
1062	0.9526876236
1063	0.9426704385
1064	0.9219518956
1065	0.9182755778
1066	0.9072226097
1067	0.9022628821
1068	0.8933663797
1069	0.885858396
1070	0.868531506
1071	0.8643371529
1072	0.8590612314
1073	0.8563282111
1074	0.8435312541
1075	0.8381444458
1076	0.831192132
1077	0.8265276725
1078	0.8175434704
1079	0.8129225653
1080	0.8099437455
1081	0.8054224797
1082	0.7935808226
1083	0.7826840874
1084	0.7800173032
1085	0.776111894
1086	0.7700207423
1087	0.7679319596
1088	0.7633357714
1089	0.7563726845
1090	0.7488270126
1091	0.7399021343
1092	0.7363442746
1093	0.7229400757
1094	0.7218784228
1095	0.7125545808
1096	0.7086575809
1097	0.7083438143
1098	0.7029670129
1099	0.6995745929
1100	0.689789004
1101	0.6855047521
1102	0.6822634727
1103	0.6784536395
1104	0.6747964721
1105	0.6688053283
1106	0.6628680076
1107	0.6586278157
1108	0.6568136189
1109	0.654655679
1110	0.6497453442
1111	0.6445303491
1112	0.6349580251
1113	0.629649988
1114	0.625066347
1115	0.6203600696
1116	0.6129493668
1117	0.6032641722
1118	0.5982387666
1119	0.5938659518
1120	0.5904384536
1121	0.5861184295
1122	0.5827723054
1123	0.5776759802
1124	0.5772889772
1125	0.572079199
1126	0.5667103838
1127	0.5664818112
1128	0.566240073
1129	0.5610713231
1130	0.5567163628
1131	0.5496665251
1132	0.5383797884
1133	0.5348979873
1134	0.526256413
1135	0.5185279461
1136	0.5171827367
1137	0.5135115414
1138	0.5100854021
1139	0.5055906192
1140	0.4971151801
1141	0.491180012
1142	0.4884477429
1143	0.4846285148
1144	0.47824422
1145	0.4712822671
1146	0.4682791763
1147	0.4665193608
1148	0.4655407267
1149	0.4615714455
1150	0.4589315372
1151	0.4570755706
1152	0.4541480911
1153	0.4539312058
1154	0.4490185462
1155	0.4456515414
1156	0.4434498178
1157	0.4362063869
1158	0.4316569212
1159	0.4274603343
1160	0.4258035809
1161	0.4175786468
1162	0.4128559368
1163	0.4093852824
1164	0.4061474552
1165	0.4050313887
1166	0.4019681103
1167	0.3989916037
1168	0.3958763713
1169	0.3916851851
1170	0.3902192948
1171	0.3886595941
1172	0.3884293746
1173	0.3841608782
1174	0.3790490829
1175	0.3760464345
1176	0.3730156505
1177	0.3678327997
1178	0.3645318399
1179	0.3617578906
1180	0.3596329193
1181	0.3568119838
1182	0.3514516206
1183	0.3497667982
1184	0.3474358554
1185	0.3451485034
1186	0.3417064498
1187	0.3367634065
1188	0.3354387942
1189	0.3350386587
1190	0.3332559116
1191	0.3322798262
1192	0.3297433169
1193	0.3271846644
1194	0.3261295461
1195	0.3242261809
1196	0.3225052417
1197	0.3190467109
1198	0.3166402884
1199	0.3153822016
1200	0.3128551297
1201	0.3094991808
1202	0.3078525499
1203	0.3061253197
1204	0.3048867968
1205	0.3005076497
1206	0.2990559851
1207	0.2966961535
1208	0.294897896
1209	0.2935365487
1210	0.2923986241
1211	0.2906590515
1212	0.2873166092
1213	0.2837616377
1214	0.2782787995
1215	0.2780941859
1216	0.276237911
1217	0.2732161954
1218	0.2713614001
1219	0.2678112644
1220	0.2665698856
1221	0.2642720409
1222	0.2621774973
1223	0.2613076707
1224	0.2584144573
1225	0.257185425
1226	0.2561651124
1227	0.2537579272
1228	0.2528107898
1229	0.2518360261
1230	0.2507115167
1231	0.2485573061
1232	0.2423979972
1233	0.2416404878
1234	0.2394767032
1235	0.2378338106
1236	0.2373479871
1237	0.235803507
1238	0.2343631465
1239	0.2329845238
1240	0.2319805159
1241	0.2315978139
1242	0.2268927881
1243	0.2248285548
1244	0.2236990925
1245	0.2225075434
1246	0.2188693363
1247	0.2176048551
1248	0.2165059983
1249	0.2157326175
1250	0.2139144117
1251	0.2116923443
1252	0.2104624064
1253	0.2092295309
1254	0.2073252359
1255	0.2066803884
1256	0.2033993372
1257	0.2032036288
1258	0.2014444852
1259	0.199929951
1260	0.1972637756
1261	0.1971886255
1262	0.1959661842
1263	0.1933769075
1264	0.1923833578
1265	0.1915691343
1266	0.1905144009
1267	0.1888578792
1268	0.1875668643
1269	0.1870695356
1270	0.1867218734
1271	0.185442895
1272	0.1850030289
1273	0.1829357169
1274	0.1821609548
1275	0.1816117667
1276	0.1806426058
1277	0.1787896535
1278	0.1785367371
1279	0.1773841269
1280	0.1736393901
1281	0.1731008093
1282	0.1722565181
1283	0.1706587343
1284	0.168941522
1285	0.1688654474
1286	0.1671625632
1287	0.1670833317
1288	0.166332056
1289	0.1655673341
1290	0.1645056788
1291	0.1616216255
1292	0.160453151
1293	0.1593455672
1294	0.1580164939
1295	0.1575527967
1296	0.1569425405
1297	0.1568913857
1298	0.1558170984
1299	0.1544493813
1300	0.1543809334
1301	0.1540162664
1302	0.1526708981
1303	0.1507302795
1304	0.1500705031
1305	0.1495526466
1306	0.1493145338
1307	0.1486833245
1308	0.147001778
1309	0.1463056684
1310	0.1462759519
1311	0.144615316
1312	0.143027329
1313	0.1418937029
1314	0.1410458139
1315	0.1396625751
1316	0.1388806454
1317	0.1381935079
1318	0.1357833502
1319	0.1357536012
1320	0.1340444724
1321	0.1334443993
1322	0.1322292915
1323	0.1309174846
1324	0.1299610916
1325	0.1288399319
1326	0.1267404056
1327	0.1262718709
1328	0.124835412
1329	0.1238687557
1330	0.1221577896
1331	0.1216950621
1332	0.1212997354
1333	0.1191891573
1334	0.1188999922
1335	0.1178405327
1336	0.1165992951
1337	0.1154142018
1338	0.1144031389
1339	0.1136536154
1340	0.1122039383
1341	0.1111181444
1342	0.1106018302
1343	0.1090021734
1344	0.1084179391
1345	0.107497694
1346	0.1074653776
1347	0.1069427303
1348	0.1052154416
1349	0.1042796263
1350	0.1036594692
1351	0.1026224513
1352	0.102501611
1353	0.1014006067
1354	0.100434472
1355	0.09966750796
1356	0.09925553504
1357	0.09741869933
1358	0.09665217901
1359	0.0951451133
1360	0.09444160898
1361	0.09323597395
1362	0.09270307667
1363	0.09235002749
1364	0.09204648503
1365	0.09148468055
1366	0.0897968378
1367	0.08962270027
1368	0.08907203159
1369	0.08765826411
1370	0.0865114451
1371	0.08606989682
1372	0.08572790212
1373	0.08494504033
1374	0.08444314352
1375	0.08298478668
1376	0.08228897243
1377	0.08153000278
1378	0.08082218886
1379	0.07993941013
1380	0.07969723528
1381	0.07928113392
1382	0.07875947316
1383	0.07799956156
1384	0.07797246139
1385	0.07745568441
1386	0.07687958551
1387	0.07594708423
1388	0.07493554366
1389	0.07482893118
1390	0.07435045264
1391	0.07431723234
1392	0.07428757852
1393	0.07401842272
1394	0.07258970283
1395	0.07204942225
1396	0.07168800675
1397	0.0709788349
1398	0.07068076322
1399	0.07002834957
1400	0.07000942694
1401	0.06999832736
1402	0.06940071173
1403	0.06875722118
1404	0.06749834768
1405	0.0668520456
1406	0.06634513584
1407	0.06521912056
1408	0.06397282133
1409	0.06317541138
1410	0.06276441439
1411	0.06238312118
1412	0.06237027164
1413	0.06183244323
1414	0.06100576896
1415	0.06046072112
1416	0.05995332936
1417	0.05956638749
1418	0.0592586407
1419	0.058708229
1420	0.05832555958
1421	0.05817741942
1422	0.05788825556
1423	0.05761083358
1424	0.05716560753
1425	0.05640627132
1426	0.05541330372
1427	0.05475964609
1428	0.05433976413
1429	0.05354830523
1430	0.05301612499
1431	0.05257914344
1432	0.05212722333
1433	0.05160366088
1434	0.05119131827
1435	0.05069123963
1436	0.05054826863
1437	0.05022019341
1438	0.04982679282
1439	0.04940210669
1440	0.04913478959
1441	0.04870568699
1442	0.04845314463
1443	0.04781909859
1444	0.047221671
1445	0.04711474143
1446	0.04705284789
1447	0.0470428542
1448	0.04684494449
1449	0.04655875406
1450	0.04612552758
1451	0.04571465189
1452	0.04569138639
1453	0.04545096215
1454	0.04480328843
1455	0.04403099792
1456	0.04356604788
1457	0.04306487782
1458	0.04277872959
1459	0.04242603725
1460	0.04205611768
1461	0.04179816102
1462	0.04116661224
1463	0.04109330738
1464	0.0409098047
1465	0.04045132559
1466	0.03998815955
1467	0.03967354076
1468	0.03943074409
1469	0.03912443117
1470	0.03890610547
1471	0.03853053565
1472	0.03826581786
1473	0.03825556639
1474	0.03781264661
1475	0.03760288822
1476	0.03717351666
1477	0.03664149002
1478	0.03634515196
1479	0.03592455739
1480	0.03590785189
1481	0.03538960609
1482	0.03521316198
1483	0.03506469003
1484	0.03501203759
1485	0.03456256427
1486	0.03439196535
1487	0.03393842216
1488	0.03357143945
1489	0.03314234549
1490	0.03281858014
1491	0.03268070832
1492	0.03249885607
1493	0.03241872099
1494	0.03209973058
1495	0.03180878705
1496	0.0317184165
1497	0.03144677702
1498	0.03114421113
1499	0.03109637215
1500	0.0307680108
1501	0.03028368241
1502	0.03015530369
1503	0.03004845419
1504	0.02980700837
1505	0.02960544697
1506	0.02944290849
1507	0.02927733484
1508	0.02920776625
1509	0.02904360934
1510	0.02903469786
1511	0.02884633859
1512	0.02853734793
1513	0.02825706935
1514	0.02783230724
1515	0.02781343784
1516	0.02757509631
1517	0.02739681949
1518	0.02725715665
1519	0.02687720023
1520	0.0264783999
1521	0.02620130934
1522	0.02597322335
1523	0.02558714145
1524	0.0254736394
1525	0.02545504559
1526	0.02532256201
1527	0.0251626133
1528	0.02499390831
1529	0.02470065147
1530	0.02464616884
1531	0.02435456933
1532	0.02426646162
1533	0.02402318526
1534	0.02400003404
1535	0.02399109523
1536	0.02384259059
1537	0.02375216287
1538	0.02358464112
1539	0.02332379446
1540	0.02301131638
1541	0.02279497338
1542	0.02270183854
1543	0.02249283126
1544	0.0224309052
1545	0.02231072263
1546	0.02215213685
1547	0.02213311054
1548	0.02200342165
1549	0.02198298089
1550	0.02186239067
1551	0.02185517312
1552	0.0218191536
1553	0.02158491444
1554	0.02140942739
1555	0.0212232588
1556	0.02121318267
1557	0.02107727612
1558	0.02087947488
1559	0.02073075117
1560	0.02065401302
1561	0.0205867811
1562	0.02047701572
1563	0.02031694049
1564	0.02021651813
1565	0.02010616563
1566	0.01988680781
1567	0.0197596261
1568	0.01936025055
1569	0.01917660367
1570	0.01898970274
1571	0.01885462303
1572	0.0184998481
1573	0.01849442569
1574	0.01845563281
1575	0.01835248591
1576	0.01815065078
1577	0.01803697157
1578	0.01791304685
1579	0.01790820338
1580	0.01772280787
1581	0.01759649264
1582	0.01749849086
1583	0.01745054168
1584	0.01734436465
1585	0.01727403433
1586	0.01716579301
1587	0.01700702878
1588	0.01692694039
1589	0.01684285412
1590	0.01678469424
1591	0.01666575331
1592	0.01651663919
1593	0.01644136992
1594	0.01623534831
1595	0.01609239126
1596	0.01608918208
1597	0.01602309203
1598	0.01576996311
1599	0.0157623062
1600	0.01575961637
1601	0.01565707325
1602	0.01546048189
1603	0.01526037987
1604	0.01523928014
1605	0.01505918491
1606	0.01491011572
1607	0.01484751127
1608	0.0148442169
1609	0.01473759172
