iter	Passed	Remaining
231	1783	13591
232	1792	13596
233	1798	13570
234	1805	13560
235	1810	13531
236	1815	13503
237	1822	13491
238	1827	13463
239	1837	13472
240	1842	13449
241	1850	13444
242	1855	13418
243	1863	13413
244	1873	13418
245	1878	13396
246	1885	13379
247	1890	13357
248	1895	13331
249	1903	13325
250	1910	13311
251	1917	13299
252	1922	13277
253	1927	13252
254	1934	13240
255	1941	13229
256	1948	13216
257	1954	13198
258	1961	13181
259	1968	13171
260	1973	13147
261	1979	13130
262	1989	13137
263	1994	13116
264	2001	13101
265	2006	13079
266	2014	13074
267	2020	13057
268	2026	13042
269	2032	13021
270	2037	12998
271	2044	12990
272	2050	12970
273	2055	12951
274	2068	12972
275	2079	12988
276	2085	12972
277	2092	12963
278	2098	12945
279	2103	12922
280	2109	12905
281	2114	12883
282	2120	12863
283	2126	12847
284	2131	12827
285	2142	12839
286	2149	12828
287	2155	12813
288	2160	12793
289	2166	12775
290	2172	12761
291	2182	12765
292	2190	12760
293	2195	12741
294	2200	12719
295	2207	12708
296	2215	12703
297	2223	12699
298	2229	12681
299	2233	12658
300	2240	12648
301	2245	12625
302	2250	12606
303	2260	12612
304	2265	12589
305	2272	12581
306	2278	12564
307	2284	12547
308	2293	12551
309	2298	12531
310	2305	12522
311	2310	12503
312	2318	12494
313	2323	12475
314	2330	12467
315	2339	12469
316	2344	12449
317	2351	12439
318	2356	12419
319	2361	12398
320	2368	12390
321	2376	12382
322	2381	12365
323	2388	12353
324	2393	12334
325	2399	12323
326	2409	12329
327	2417	12321
328	2422	12306
329	2428	12289
330	2435	12281
331	2441	12263
332	2448	12259
333	2454	12244
334	2460	12230
335	2466	12215
336	2471	12197
337	2483	12212
338	2489	12196
339	2495	12185
340	2501	12168
341	2505	12148
342	2512	12137
343	2517	12120
344	2527	12124
345	2532	12108
346	2539	12095
347	2545	12083
348	2550	12066
349	2556	12050
350	2563	12041
351	2570	12035
352	2578	12029
353	2583	12011
354	2588	11994
355	2596	11991
356	2631	12111
357	2647	12143
358	2656	12143
359	2664	12139
360	2670	12126
361	2691	12178
362	2698	12167
363	2704	12154
364	2718	12176
365	2778	12405
366	2795	12438
367	2813	12479
368	2824	12484
369	2853	12571
370	2866	12584
371	2879	12600
372	2894	12627
373	2901	12614
374	2914	12630
375	2930	12658
376	2941	12662
377	2947	12648
378	2961	12666
379	2971	12666
380	2977	12650
381	2982	12631
382	2988	12618
383	2993	12598
384	2999	12582
385	3009	12583
386	3017	12578
387	3022	12558
388	3027	12538
389	3036	12536
390	3042	12518
391	3048	12503
392	3053	12484
393	3057	12464
394	3063	12449
395	3068	12429
396	3074	12414
397	3082	12407
398	3087	12389
399	3092	12371
400	3098	12354
401	3103	12337
402	3113	12340
403	3119	12322
404	3125	12308
405	3134	12304
406	3139	12288
407	3145	12274
408	3152	12261
409	3158	12248
410	3168	12250
411	3174	12236
412	3180	12221
413	3186	12206
414	3192	12191
415	3197	12176
416	3203	12161
417	3209	12147
418	3214	12130
419	3220	12113
420	3225	12099
421	3233	12091
422	3241	12083
423	3245	12063
424	3249	12042
425	3253	12022
426	3260	12010
427	3265	11995
428	3271	11978
429	3276	11964
430	3280	11943
431	3285	11923
432	3290	11906
433	3294	11886
434	3298	11868
435	3302	11848
436	3311	11843
437	3316	11828
438	3322	11813
439	3327	11795
440	3331	11776
441	3335	11757
442	3346	11761
443	3351	11743
444	3356	11730
445	3360	11710
446	3365	11691
447	3370	11674
448	3374	11658
449	3379	11639
450	3385	11627
451	3391	11615
452	3397	11600
453	3403	11588
454	3408	11573
455	3413	11556
456	3420	11548
457	3425	11532
458	3430	11515
459	3435	11502
460	3440	11484
461	3444	11467
462	3448	11448
463	3454	11435
464	3459	11419
465	3465	11407
466	3471	11394
467	3475	11377
468	3479	11359
469	3484	11343
470	3490	11332
471	3495	11316
472	3501	11303
473	3505	11286
474	3510	11270
475	3515	11255
476	3520	11239
477	3524	11222
478	3529	11206
479	3535	11196
480	3541	11185
481	3547	11171
482	3552	11157
483	3556	11140
484	3560	11122
485	3567	11114
486	3572	11099
487	3577	11083
488	3582	11071
489	3587	11054
490	3591	11038
491	3597	11027
492	3602	11010
493	3606	10995
494	3613	10985
495	3619	10974
496	3623	10958
497	3629	10946
498	3633	10929
499	3637	10912
500	3646	10909
501	3652	10899
502	3657	10886
503	3663	10873
504	3667	10857
505	3672	10844
506	3678	10833
507	3684	10820
508	3690	10811
509	3700	10810
510	3707	10803
511	3712	10789
512	3717	10775
513	3722	10762
514	3728	10750
515	3733	10736
516	3737	10721
517	3743	10711
518	3748	10697
519	3753	10684
520	3759	10671
521	3764	10660
522	3774	10659
523	3780	10647
524	3785	10634
525	3791	10623
526	3796	10611
527	3802	10600
528	3808	10589
529	3816	10585
530	3822	10574
531	3827	10560
532	3831	10545
533	3836	10532
534	3845	10529
535	3850	10517
536	3856	10507
537	3862	10495
538	3867	10483
539	3873	10471
540	3878	10458
541	3882	10445
542	3891	10442
543	3897	10432
544	3903	10420
545	3908	10408
546	3912	10393
547	3921	10391
548	3927	10381
549	3932	10367
550	3938	10357
551	3943	10343
552	3948	10332
553	3954	10320
554	3959	10308
555	3967	10304
556	3973	10293
557	3978	10281
558	3985	10273
559	3990	10260
560	3997	10253
561	4004	10245
562	4009	10233
563	4014	10222
564	4020	10212
565	4026	10200
566	4031	10189
567	4037	10179
568	4044	10172
569	4051	10163
570	4056	10151
571	4061	10138
572	4066	10127
573	4073	10119
574	4082	10116
575	4087	10104
576	4093	10094
577	4099	10084
578	4104	10072
579	4110	10063
580	4116	10052
581	4124	10048
582	4131	10040
583	4136	10030
584	4141	10017
585	4148	10010
586	4155	10003
587	4162	9996
588	4167	9984
589	4172	9971
590	4179	9964
591	4184	9951
592	4189	9940
593	4198	9937
594	4203	9926
595	4210	9918
596	4215	9906
597	4220	9895
598	4229	9892
599	4238	9889
600	4246	9885
601	4251	9873
602	4257	9864
603	4263	9853
604	4268	9841
605	4275	9833
606	4280	9824
607	4286	9813
608	4292	9803
609	4297	9793
610	4303	9783
611	4314	9784
612	4320	9776
613	4326	9766
614	4331	9755
615	4337	9744
616	4343	9735
617	4349	9727
618	4356	9720
619	4362	9709
620	4368	9700
621	4374	9691
622	4381	9685
623	4388	9677
624	4394	9668
625	4399	9656
626	4405	9646
627	4410	9636
628	4415	9624
629	4422	9616
630	4430	9612
631	4437	9604
632	4442	9593
633	4446	9581
634	4452	9571
635	4457	9560
636	4462	9549
637	4469	9541
638	4477	9536
639	4485	9531
640	4491	9523
641	4496	9511
642	4504	9505
643	4509	9495
644	4516	9487
645	4521	9476
646	4526	9466
647	4532	9456
648	4537	9445
649	4542	9434
650	4548	9425
651	4554	9417
652	4560	9408
653	4566	9398
654	4571	9387
655	4578	9379
656	4585	9374
657	4590	9361
658	4595	9352
659	4601	9342
660	4606	9330
661	4611	9319
662	4618	9313
663	4623	9301
664	4630	9296
665	4636	9286
666	4642	9277
667	4647	9266
668	4651	9255
669	4659	9249
670	4665	9241
671	4671	9231
672	4676	9221
673	4682	9211
674	4687	9200
675	4693	9192
676	4698	9181
677	4708	9181
678	4714	9171
679	4719	9161
680	4725	9151
681	4731	9143
682	4737	9134
683	4742	9124
684	4747	9113
685	4752	9102
686	4757	9092
687	4762	9082
688	4767	9071
689	4773	9062
690	4780	9055
691	4788	9051
692	4795	9044
693	4800	9034
694	4807	9026
695	4812	9016
696	4817	9006
697	4823	8998
698	4829	8988
699	4834	8977
700	4840	8969
701	4845	8958
702	4850	8948
703	4861	8948
704	4867	8941
705	4873	8932
706	4878	8921
707	4886	8916
708	4892	8907
709	4897	8898
710	4904	8890
711	4909	8880
712	4914	8870
713	4919	8860
714	4925	8851
715	4931	8843
716	4938	8837
717	4944	8827
718	4948	8816
719	4954	8808
720	4959	8798
721	4967	8792
722	4972	8782
723	4976	8771
724	4980	8759
725	4986	8751
726	4991	8740
727	4996	8729
728	5001	8720
729	5007	8711
730	5023	8720
731	5028	8709
732	5033	8700
733	5037	8688
734	5042	8677
735	5046	8666
736	5059	8670
737	5067	8665
738	5071	8653
739	5075	8642
740	5080	8632
741	5085	8622
742	5089	8610
743	5093	8599
744	5099	8590
745	5103	8579
746	5108	8568
747	5112	8557
748	5116	8546
749	5121	8535
750	5125	8523
751	5135	8522
752	5141	8514
753	5148	8507
754	5152	8496
755	5157	8486
756	5165	8481
757	5170	8472
758	5174	8461
759	5180	8452
760	5184	8441
761	5188	8430
762	5193	8420
763	5199	8411
764	5203	8399
765	5210	8394
766	5216	8385
767	5220	8375
768	5225	8365
769	5230	8354
770	5235	8345
771	5242	8338
772	5247	8329
773	5251	8318
774	5256	8307
775	5260	8298
776	5265	8287
777	5269	8277
778	5275	8268
779	5279	8258
780	5286	8251
781	5292	8243
782	5296	8232
783	5301	8223
784	5306	8213
785	5310	8202
786	5316	8194
787	5322	8186
788	5327	8176
789	5331	8166
790	5335	8155
791	5341	8146
792	5345	8136
793	5349	8125
794	5354	8115
795	5361	8109
796	5366	8100
797	5372	8093
798	5376	8082
799	5381	8071
800	5385	8060
801	5392	8055
802	5397	8046
803	5402	8037
804	5408	8028
805	5412	8018
806	5416	8007
807	5421	7998
808	5425	7987
809	5429	7977
810	5433	7966
811	5445	7966
812	5450	7957
813	5455	7948
814	5459	7938
815	5463	7927
816	5471	7923
817	5477	7914
818	5481	7904
819	5486	7895
820	5490	7884
821	5495	7875
822	5499	7865
823	5503	7854
824	5507	7844
825	5514	7837
826	5521	7831
827	5525	7821
828	5529	7810
829	5534	7802
830	5539	7791
831	5546	7786
832	5552	7778
833	5556	7768
834	5560	7758
835	5566	7750
836	5570	7739
837	5575	7730
838	5579	7721
839	5586	7714
840	5594	7710
841	5604	7707
842	5608	7697
843	5613	7688
844	5617	7678
845	5622	7669
846	5626	7659
847	5631	7650
848	5636	7641
849	5640	7631
850	5645	7622
851	5650	7613
852	5654	7603
853	5658	7593
854	5664	7586
855	5673	7582
856	5678	7574
857	5683	7565
858	5687	7554
859	5691	7545
860	5698	7538
861	5703	7530
862	5708	7520
863	5713	7512
864	5716	7501
865	5720	7491
866	5724	7480
867	5730	7473
868	5734	7463
869	5739	7454
870	5747	7450
871	5752	7440
872	5756	7431
873	5761	7423
874	5766	7413
875	5770	7404
876	5776	7396
877	5780	7387
878	5785	7378
879	5792	7372
880	5797	7364
881	5802	7354
882	5806	7345
883	5810	7335
884	5815	7326
885	5822	7320
886	5827	7311
887	5831	7302
888	5837	7295
889	5842	7286
890	5846	7276
891	5850	7267
892	5856	7260
893	5861	7251
894	5867	7244
895	5873	7237
896	5879	7229
897	5884	7221
898	5889	7213
899	5897	7207
900	5902	7199
901	5911	7196
902	5917	7188
903	5923	7182
904	5928	7172
905	5932	7163
906	5938	7156
907	5942	7147
908	5946	7137
909	5952	7130
910	5957	7121
911	5961	7111
912	5965	7102
913	5975	7100
914	5982	7093
915	5988	7086
916	5992	7077
917	5996	7067
918	6001	7059
919	6005	7049
920	6009	7040
921	6014	7032
922	6021	7026
923	6027	7018
924	6032	7010
925	6037	7001
926	6041	6992
927	6049	6988
928	6055	6980
929	6059	6972
930	6065	6964
931	6069	6955
932	6073	6946
933	6078	6937
934	6082	6928
935	6087	6919
936	6093	6912
937	6099	6906
938	6104	6897
939	6108	6888
940	6113	6880
941	6117	6871
942	6124	6865
943	6131	6858
944	6135	6849
945	6139	6840
946	6145	6833
947	6149	6824
948	6153	6815
949	6158	6806
950	6164	6799
951	6170	6792
952	6179	6788
953	6184	6780
954	6191	6775
955	6199	6770
956	6211	6769
957	6216	6761
958	6223	6755
959	6233	6753
960	6249	6756
961	6254	6748
962	6260	6741
963	6264	6732
964	6268	6723
965	6273	6714
966	6279	6708
967	6284	6700
968	6290	6693
969	6295	6684
970	6299	6675
971	6304	6667
972	6309	6659
973	6313	6650
974	6317	6641
975	6326	6637
976	6331	6629
977	6336	6621
978	6341	6613
979	6345	6604
980	6349	6595
981	6355	6588
982	6361	6581
983	6366	6573
984	6375	6569
985	6379	6560
986	6383	6551
987	6388	6543
988	6392	6534
989	6399	6528
990	6404	6520
991	6408	6511
992	6413	6503
993	6418	6496
994	6423	6487
995	6427	6479
996	6431	6470
997	6437	6463
998	6443	6456
999	6449	6449
1000	6457	6444
1001	6463	6437
1002	6469	6430
1003	6475	6423
1004	6479	6414
1005	6485	6407
1006	6489	6399
1007	6494	6390
1008	6498	6382
1009	6503	6374
1010	6507	6366
1011	6512	6357
1012	6519	6352
1013	6526	6346
1014	6532	6339
1015	6536	6330
1016	6541	6322
1017	6544	6313
1018	6554	6309
1019	6559	6301
1020	6564	6294
1021	6569	6286
1022	6573	6277
1023	6577	6269
1024	6582	6261
1025	6586	6252
1026	6590	6244
1027	6598	6239
1028	6603	6231
1029	6608	6223
1030	6613	6215
1031	6617	6207
1032	6621	6198
1033	6632	6196
1034	6637	6188
1035	6641	6180
1036	6647	6173
1037	6651	6164
1038	6656	6156
1039	6660	6148
1040	6665	6140
1041	6670	6132
1042	6677	6126
1043	6681	6118
1044	6686	6110
1045	6690	6102
1046	6695	6094
1047	6700	6086
1048	6706	6080
1049	6711	6072
1050	6716	6064
1051	6720	6055
1052	6725	6048
1053	6729	6040
1054	6734	6032
1055	6738	6023
1056	6744	6016
1057	6750	6010
1058	6756	6003
1059	6761	5996
1060	6765	5987
1061	6770	5979
1062	6774	5971
1063	6779	5963
1064	6783	5955
1065	6788	5948
1066	6795	5941
1067	6800	5934
1068	6805	5927
1069	6810	5919
1070	6814	5911
1071	6820	5904
1072	6826	5898
1073	6831	5890
1074	6837	5883
1075	6841	5875
1076	6845	5866
1077	6849	5858
1078	6854	5850
1079	6858	5842
1080	6863	5834
1081	6868	5827
1082	6875	5821
1083	6879	5813
1084	6885	5806
1085	6889	5798
1086	6894	5790
1087	6901	5784
1088	6906	5777
1089	6910	5769
1090	6916	5762
1091	6920	5754
1092	6924	5746
1093	6928	5738
1094	6934	5731
1095	6938	5723
1096	6945	5716
1097	6950	5709
1098	6955	5702
1099	6959	5694
1100	6964	5686
1101	6968	5678
1102	6973	5671
1103	6979	5664
1104	6985	5657
1105	6993	5653
1106	7000	5647
1107	7007	5641
1108	7013	5634
1109	7017	5626
1110	7022	5619
1111	7026	5611
1112	7032	5604
1113	7036	5596
1114	7040	5588
1115	7045	5580
1116	7051	5574
1117	7058	5568
1118	7067	5564
1119	7071	5556
1120	7076	5548
1121	7081	5541
1122	7085	5533
1123	7090	5525
1124	7096	5519
1125	7102	5512
1126	7108	5506
1127	7113	5498
1128	7117	5490
1129	7121	5482
1130	7128	5477
1131	7134	5470
1132	7139	5463
1133	7145	5457
1134	7150	5449
1135	7154	5441
1136	7159	5433
1137	7163	5426
1138	7168	5418
1139	7172	5410
1140	7179	5405
1141	7185	5398
1142	7190	5391
1143	7194	5383
1144	7198	5375
1145	7207	5370
1146	7214	5365
1147	7223	5361
1148	7229	5354
1149	7238	5349
1150	7244	5344
1151	7254	5340
1152	7263	5335
1153	7270	5330
1154	7276	5323
1155	7284	5318
1156	7293	5314
1157	7303	5310
1158	7311	5305
1159	7317	5298
1160	7325	5293
1161	7333	5288
1162	7338	5281
1163	7344	5274
1164	7349	5267
1165	7354	5260
1166	7360	5253
1167	7365	5246
1168	7371	5239
1169	7375	5232
1170	7380	5224
1171	7385	5217
1172	7389	5209
1173	7393	5202
1174	7398	5194
1175	7408	5191
1176	7413	5183
1177	7419	5177
1178	7423	5169
1179	7427	5161
1180	7432	5154
1181	7440	5149
1182	7444	5141
1183	7450	5134
1184	7454	5127
1185	7459	5119
1186	7463	5111
1187	7468	5104
1188	7472	5097
1189	7477	5089
1190	7485	5084
1191	7489	5076
1192	7494	5069
1193	7499	5062
1194	7503	5054
1195	7507	5046
1196	7515	5041
1197	7520	5034
1198	7525	5027
1199	7535	5023
1200	7542	5017
1201	7547	5010
1202	7552	5003
1203	7557	4996
1204	7561	4988
1205	7566	4981
1206	7570	4973
1207	7576	4967
1208	7581	4959
1209	7585	4952
1210	7589	4944
1211	7595	4938
1212	7599	4930
1213	7607	4925
1214	7616	4921
1215	7621	4913
1216	7626	4906
1217	7630	4899
1218	7637	4892
1219	7643	4887
1220	7648	4879
1221	7652	4872
1222	7656	4864
1223	7661	4857
1224	7666	4850
1225	7671	4842
1226	7676	4836
1227	7682	4829
1228	7687	4822
1229	7692	4815
1230	7697	4808
1231	7701	4800
1232	7706	4794
1233	7713	4787
1234	7718	4781
1235	7724	4774
1236	7728	4767
1237	7733	4759
1238	7737	4752
1239	7741	4745
1240	7746	4737
1241	7750	4730
1242	7757	4724
1243	7762	4717
1244	7768	4710
1245	7773	4704
1246	7778	4696
1247	7782	4689
1248	7790	4684
1249	7795	4677
1250	7799	4669
1251	7807	4664
1252	7811	4656
1253	7815	4649
1254	7820	4642
1255	7825	4635
1256	7829	4627
1257	7836	4622
1258	7842	4615
1259	7846	4608
1260	7852	4601
1261	7856	4594
1262	7860	4586
1263	7867	4581
1264	7873	4574
1265	7877	4567
1266	7883	4560
1267	7887	4553
1268	7892	4546
1269	7896	4538
1270	7902	4532
1271	7908	4526
1272	7913	4519
1273	7919	4513
1274	7923	4505
1275	7928	4498
1276	7933	4491
1277	7937	4484
1278	7941	4477
1279	7947	4470
1280	7953	4464
1281	7959	4457
1282	7964	4450
1283	7969	4443
1284	7972	4436
1285	7977	4429
1286	7984	4423
1287	7988	4416
1288	7992	4408
1289	7998	4402
1290	8002	4394
1291	8006	4387
1292	8011	4380
1293	8016	4373
1294	8020	4366
1295	8024	4359
1296	8032	4353
1297	8037	4346
1298	8041	4339
1299	8046	4332
1300	8050	4325
1301	8055	4318
1302	8062	4312
1303	8067	4306
1304	8077	4301
1305	8083	4295
1306	8087	4288
1307	8093	4281
1308	8098	4274
1309	8102	4267
1310	8107	4261
1311	8112	4254
1312	8116	4246
1313	8120	4239
1314	8125	4232
1315	8131	4226
1316	8144	4223
1317	8150	4217
1318	8154	4210
1319	8159	4203
1320	8163	4196
1321	8167	4188
1322	8173	4182
1323	8180	4176
1324	8186	4170
1325	8195	4165
1326	8200	4159
1327	8206	4152
1328	8211	4146
1329	8217	4139
1330	8224	4134
1331	8230	4127
1332	8234	4120
1333	8239	4113
1334	8243	4106
1335	8248	4099
1336	8257	4094
1337	8261	4087
1338	8266	4080
1339	8271	4073
1340	8275	4066
1341	8279	4059
1342	8285	4053
1343	8289	4046
1344	8294	4039
1345	8302	4033
1346	8307	4027
1347	8312	4020
1348	8317	4013
1349	8321	4006
1350	8326	4000
1351	8334	3994
1352	8340	3988
1353	8345	3981
1354	8350	3974
1355	8354	3967
1356	8359	3960
1357	8363	3954
1358	8368	3947
1359	8375	3941
1360	8382	3935
1361	8386	3928
1362	8391	3921
1363	8395	3914
1364	8399	3907
1365	8406	3901
1366	8412	3895
1367	8417	3888
1368	8422	3882
1369	8426	3874
1370	8431	3868
1371	8437	3861
1372	8443	3855
1373	8452	3851
1374	8458	3844
1375	8464	3838
1376	8468	3831
1377	8473	3824
1378	8479	3818
1379	8486	3812
1380	8490	3805
1381	8496	3799
1382	8501	3792
1383	8504	3785
1384	8509	3778
1385	8513	3771
1386	8518	3764
1387	8523	3758
1388	8530	3752
1389	8535	3745
1390	8539	3738
1391	8544	3732
1392	8548	3725
1393	8553	3718
1394	8560	3712
1395	8565	3705
1396	8569	3698
1397	8573	3692
1398	8578	3685
1399	8582	3678
1400	8587	3671
1401	8593	3665
1402	8598	3658
1403	8603	3652
1404	8612	3647
1405	8619	3641
1406	8626	3635
1407	8630	3628
1408	8635	3622
1409	8641	3615
1410	8646	3609
1411	8650	3602
1412	8655	3595
1413	8659	3588
1414	8664	3582
1415	8668	3575
1416	8674	3568
1417	8683	3563
1418	8690	3558
1419	8695	3551
1420	8699	3544
1421	8703	3537
1422	8707	3530
1423	8712	3524
1424	8716	3517
1425	8724	3511
1426	8731	3506
1427	8737	3499
1428	8741	3493
1429	8746	3486
1430	8753	3480
1431	8759	3474
1432	8764	3467
1433	8770	3461
1434	8775	3455
1435	8780	3448
1436	8785	3441
1437	8789	3435
1438	8794	3428
1439	8800	3422
1440	8806	3416
1441	8812	3410
1442	8818	3404
1443	8823	3397
1444	8828	3390
1445	8836	3385
1446	8841	3378
1447	8846	3372
1448	8851	3365
1449	8856	3359
1450	8861	3352
1451	8867	3346
1452	8871	3339
1453	8878	3333
1454	8885	3328
1455	8890	3321
1456	8895	3315
1457	8900	3308
1458	8905	3302
1459	8911	3296
1460	8918	3290
1461	8923	3283
1462	8928	3277
1463	8932	3270
1464	8937	3263
1465	8946	3258
1466	8955	3253
1467	8963	3248
1468	8968	3242
1469	8973	3235
1470	8979	3229
1471	8990	3224
1472	8996	3218
1473	9001	3212
1474	9006	3205
1475	9012	3199
1476	9016	3192
1477	9021	3186
1478	9026	3179
1479	9033	3174
1480	9038	3167
1481	9045	3161
1482	9050	3155
1483	9054	3148
1484	9063	3143
1485	9068	3136
1486	9074	3130
1487	9079	3124
1488	9083	3117
1489	9088	3110
1490	9093	3104
1491	9102	3099
1492	9110	3093
1493	9115	3087
1494	9121	3081
1495	9126	3074
1496	9130	3067
1497	9135	3061
1498	9140	3055
1499	9145	3048
1500	9151	3042
1501	9160	3037
1502	9167	3031
1503	9172	3025
1504	9177	3018
1505	9181	3011
1506	9186	3005
1507	9191	2998
1508	9196	2992
1509	9200	2985
1510	9205	2979
1511	9209	2972
1512	9214	2965
1513	9219	2959
1514	9227	2954
1515	9234	2948
1516	9239	2941
1517	9244	2935
1518	9248	2928
1519	9255	2922
1520	9261	2916
1521	9266	2910
1522	9271	2903
1523	9275	2897
1524	9279	2890
1525	9284	2883
1526	9288	2877
1527	9292	2870
1528	9296	2863
1529	9304	2858
1530	9309	2851
1531	9315	2845
1532	9320	2839
1533	9324	2832
1534	9328	2826
1535	9338	2821
1536	9345	2815
1537	9350	2808
1538	9354	2802
1539	9359	2795
1540	9365	2789
1541	9370	2783
1542	9374	2776
1543	9382	2771
1544	9388	2764
1545	9392	2758
1546	9397	2751
1547	9401	2745
1548	9405	2738
1549	9413	2733
1550	9419	2726
1551	9423	2720
1552	9428	2713
1553	9432	2707
1554	9437	2700
1555	9441	2694
1556	9448	2688
1557	9452	2681
1558	9458	2675
1559	9465	2669
1560	9469	2663
1561	9473	2656
1562	9478	2650
1563	9482	2643
1564	9489	2637
1565	9495	2631
1566	9500	2625
1567	9505	2618
1568	9510	2612
1569	9515	2606
1570	9521	2599
1571	9529	2594
1572	9538	2589
1573	9545	2583
1574	9550	2577
1575	9556	2571
1576	9563	2565
1577	9568	2558
1578	9572	2552
1579	9577	2545
1580	9581	2539
1581	9586	2532
1582	9591	2526
1583	9595	2520
1584	9599	2513
1585	9604	2506
1586	9612	2501
1587	9617	2495
1588	9623	2489
1589	9627	2482
1590	9631	2476
1591	9636	2469
1592	9642	2463
1593	9646	2457
1594	9652	2450
1595	9658	2444
1596	9662	2438
1597	9666	2431
1598	9671	2425
1599	9675	2418
1600	9680	2412
1601	9687	2406
1602	9692	2400
1603	9696	2393
1604	9700	2387
1605	9705	2381
1606	9710	2374
1607	9714	2368
1608	9720	2362
1609	9724	2355
1610	9731	2349
1611	9736	2343
1612	9741	2337
1613	9745	2330
1614	9750	2324
1615	9755	2318
1616	9763	2312
1617	9768	2306
1618	9772	2299
1619	9777	2293
1620	9782	2287
1621	9787	2280
1622	9791	2274
1623	9795	2267
1624	9803	2262
1625	9808	2256
1626	9814	2250
1627	9819	2243
1628	9825	2237
1629	9830	2231
1630	9837	2225
1631	9845	2219
1632	9852	2214
1633	9858	2208
1634	9863	2202
1635	9867	2195
1636	9872	2189
1637	9877	2182
1638	9882	2176
1639	9886	2170
1640	9890	2163
1641	9896	2157
1642	9900	2151
1643	9904	2144
1644	9914	2139
1645	9920	2133
1646	9924	2127
1647	9930	2121
1648	9934	2114
1649	9938	2108
1650	9943	2101
1651	9947	2095
1652	9951	2089
1653	9958	2083
1654	9964	2077
1655	9969	2070
1656	9973	2064
1657	9978	2058
1658	9982	2051
1659	9992	2046
1660	9999	2040
1661	10004	2034
1662	10010	2028
1663	10015	2022
1664	10020	2016
1665	10027	2010
1666	10033	2004
1667	10039	1998
1668	10045	1992
1669	10050	1986
1670	10054	1979
1671	10060	1973
1672	10065	1967
1673	10070	1961
1674	10078	1955
1675	10084	1949
1676	10090	1943
1677	10095	1937
1678	10100	1930
